"universite_nom","etablissement_nom","domaine_nom","speciality","group","diplome_nom","diplomes_M","diplomes_F","diplomes_total"
"UNIVERSITE DE SOUSSE","Institut Supérieur du Transport et de la Logistique de Sousse","Services de transport","علوم وهندسة النقل واللوجستية: تكنولوجيا وهندسة النقل","علوم وتقنيات النقل واللوجستيك","Mastère de recherche",3,6,9
"UNIVERSITE DE SOUSSE","Institut Supérieur du Transport et de la Logistique de Sousse","Ingénierie et techniques apparentées","هندسة اللوجستية: اللوجستيك الصناعي","هندسة صناعية والكترونيك وآلية","Diplôme National en Licence",12,26,38
"UNIVERSITE DE SOUSSE","Institut Supérieur du Transport et de la Logistique de Sousse","Services de transport","هندسة اللوجستية: لوجستية التوزيع","علوم وتقنيات النقل واللوجستيك","Diplôme National en Licence",7,25,32
"UNIVERSITE DE SOUSSE","Institut Supérieur du Transport et de la Logistique de Sousse","Services de transport","هندسة اللوجستية: لوجستية العمليات الدولية","علوم وتقنيات النقل واللوجستيك","Diplôme National en Licence",10,27,37
"UNIVERSITE DE SOUSSE","Institut Supérieur du Transport et de la Logistique de Sousse","Services de transport","هندسة النقل والوجستية","تصرف في النقل واللوجستيك","Mastère professionnel",6,20,26
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Lettres","الأدب والدراسات الثقافية (الانقليزية)","آداب إنقليزية","Mastère de recherche",3,29,32
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Sciences sociales et du comportement","الأنتروبولوجيا الاجتماعية والثقافية","علم الإجتماع","Diplôme National en Licence",5,11,16
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Journalisme et sciences de l’information","الاعلام المتعدد المنصات","علوم الإخبار","Mastère professionnel",1,14,15
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Lettres","اللغة و الأداب و الحضارة الفرنسية","آداب فرنسية","Diplôme National en Licence",3,51,54
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Lettres","اللغة و الأداب و الحضارة الفرنسية","آداب فرنسية","Doctorat",0,5,5
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Lettres","اللغة و الأداب و الحضارة الفرنسية","آداب فرنسية","Mastère de recherche",4,10,14
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Lettres","اللغة والأدب والحضارة العربية","آداب عربية","Diplôme National en Licence",14,82,96
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Lettres","اللغة والأدب والحضارة العربية","آداب عربية","Doctorat",4,10,14
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Lettres","اللغة والأدب والحضارة العربية","آداب عربية","Mastère de recherche",4,23,27
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Lettres","انقليزية","آداب إنقليزية","Diplôme National en Licence",30,130,160
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Lettres","انقليزية","آداب إنقليزية","Doctorat",2,3,5
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Lettres","تاريخ","تاريخ","Diplôme National en Licence",10,23,33
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Lettres","تاريخ","تاريخ","Doctorat",1,1,2
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Lettres","تاريخ المغرب وحضارته","تاريخ","Mastère de recherche",2,12,14
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Sciences sociales et du comportement","جغرافيا","جغرافيا","Diplôme National en Licence",6,34,40
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Sciences sociales et du comportement","جغرافيا","جغرافيا","Mastère professionnel",4,4,8
"UNIVERSITE DE SOUSSE","Faculté des Lettres et des Sciences Humaines de Sousse","Lettres","دراسات افريقية","ترجمة ولغات مطبقة","Mastère de recherche",0,5,5
"UNIVERSITE DE SOUSSE","Faculté de Droit et et des Sciences Politiques de Sousse","Droit","العلوم السياسية","العلوم القانونية الأساسية","Doctorat",3,0,3
"UNIVERSITE DE SOUSSE","Faculté de Droit et et des Sciences Politiques de Sousse","Droit","العلوم السياسية","العلوم القانونية الأساسية","Mastère de recherche",0,5,5
"UNIVERSITE DE SOUSSE","Faculté de Droit et et des Sciences Politiques de Sousse","Droit","العلوم السياسية القانونية والانسانيات: الجندر","العلوم القانونية الأساسية","Mastère de recherche",1,5,6
"UNIVERSITE DE SOUSSE","Faculté de Droit et et des Sciences Politiques de Sousse","Droit","القانون العدلي الخاص","قانون خاص وعلوم إجرامية","Mastère professionnel",1,25,26
"UNIVERSITE DE SOUSSE","Faculté de Droit et et des Sciences Politiques de Sousse","Droit","قانون الجماعات المحلية","قانون عام","Mastère professionnel",3,35,38
"UNIVERSITE DE SOUSSE","Faculté de Droit et et des Sciences Politiques de Sousse","Droit","قانون المؤسسة و الأعمال","قانون خاص وعلوم إجرامية","Mastère professionnel",2,25,27
"UNIVERSITE DE SOUSSE","Faculté de Droit et et des Sciences Politiques de Sousse","Droit","قانون خاص","قانون خاص وعلوم إجرامية","Diplôme National en Licence",46,198,244
"UNIVERSITE DE SOUSSE","Faculté de Droit et et des Sciences Politiques de Sousse","Droit","قانون خاص","قانون خاص وعلوم إجرامية","Doctorat",0,7,7
"UNIVERSITE DE SOUSSE","Faculté de Droit et et des Sciences Politiques de Sousse","Droit","قانون خاص","قانون خاص وعلوم إجرامية","Mastère de recherche",2,23,25
"UNIVERSITE DE SOUSSE","Faculté de Droit et et des Sciences Politiques de Sousse","Droit","قانون عام","قانون عام","Diplôme National en Licence",13,45,58
"UNIVERSITE DE SOUSSE","Faculté de Droit et et des Sciences Politiques de Sousse","Droit","قانون عام","قانون عام","Doctorat",7,7,14
"UNIVERSITE DE SOUSSE","Faculté de Droit et et des Sciences Politiques de Sousse","Droit","قانون عام","قانون عام","Mastère de recherche",2,17,19
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","أمراض القلب الخلقية للأطفال","الطب","Mastère professionnel",2,4,6
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","الأمراض الجلدية المهنية والمحيط","الطب","Mastère professionnel",3,4,7
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","الإعلامية : اعلامية الملتميديا واتخاذ القرار","الطب","Mastère professionnel",1,3,4
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","الامراض التنفسية، المهنية للمحيط","الطب","Mastère professionnel",1,1,2
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","التهوئة غير الغازية من المستشفى إلى مقر السكنى","الطب","Mastère professionnel",1,2,3
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","الطب","الطب","Doctorat en médecine",74,128,202
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","الطب الإستعجالي","الطب","Mastère professionnel",6,3,9
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","الطب الرياضي","الطب","Mastère professionnel",1,1,2
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","الطب العائلي","الطب","Mastère professionnel",2,6,8
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","الطب المثلي","الطب","Mastère professionnel",1,1,2
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","العلاج السلوكي والمعرفي","الطب","Mastère professionnel",1,2,3
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","العلاج بمياه البحر والمعالجة المائية","الطب","Mastère professionnel",1,1,2
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","العلوم الجلدية التجميلية ومواد التجميل والليزر","الطب","Mastère professionnel",7,8,15
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","جودة العلاجات والتصرف في خدمات الصحة","الطب","Mastère professionnel",5,4,9
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","حفظ الصحة الاستشفائي","الطب","Mastère professionnel",3,6,9
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","طب القلب للرياضة وإعادة التأهيل القلبي","الطب","Mastère professionnel",2,3,5
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","علم الجنس السريري","الطب","Mastère professionnel",2,5,7
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","علم الوراثة والأمراض الوراثية","الطب","Mastère professionnel",4,1,5
"UNIVERSITE DE SOUSSE","Faculté de Médecine de Sousse","Santé","علوم الصحة","الطب","Doctorat",0,9,9
"UNIVERSITE DE SOUSSE","Faculté des Sciences Economiques et de Gestion de Sousse","Affaires commerciales et administratives","إدارة أعمال: الاستراتيجيات والاستثمار","تصرف","Mastère de recherche",3,15,18
"UNIVERSITE DE SOUSSE","Faculté des Sciences Economiques et de Gestion de Sousse","Affaires commerciales et administratives","إدارة الأعمال","تصرف","Diplôme National en Licence",13,44,57
"UNIVERSITE DE SOUSSE","Faculté des Sciences Economiques et de Gestion de Sousse","Sciences sociales et du comportement","الاقتصاد الاجتماعي والتضامني","علوم اقتصادية","Mastère professionnel",5,14,19
"UNIVERSITE DE SOUSSE","Faculté des Sciences Economiques et de Gestion de Sousse","Sciences sociales et du comportement","العلوم إالإقتصادية: الهندسة الإقتصادية و المالية","علوم اقتصادية","Diplôme National en Licence",7,16,23
"UNIVERSITE DE SOUSSE","Faculté des Sciences Economiques et de Gestion de Sousse","Sciences sociales et du comportement","العلوم الإقتصادية : التحليل و السياسة الإقتصادية","علوم اقتصادية","Diplôme National en Licence",3,21,24
"UNIVERSITE DE SOUSSE","Faculté des Sciences Economiques et de Gestion de Sousse","Sciences sociales et du comportement","العلوم الإقتصادية: التجارة و المالية الدولية","علوم اقتصادية","Diplôme National en Licence",7,21,28
"UNIVERSITE DE SOUSSE","Faculté des Sciences Economiques et de Gestion de Sousse","Sciences sociales et du comportement","العلوم الإقتصادية: نقد-مالية-بنك-تأمين","علوم اقتصادية","Diplôme National en Licence",12,48,60
"UNIVERSITE DE SOUSSE","Faculté des Sciences Economiques et de Gestion de Sousse","Sciences sociales et du comportement","العلوم الاقتصادية","علوم اقتصادية","Doctorat",9,16,25
"UNIVERSITE DE SOUSSE","Faculté des Sciences Economiques et de Gestion de Sousse","Affaires commerciales et administratives","المحاسبة","محاسبة","Diplôme National en Licence",19,68,87
"UNIVERSITE DE SOUSSE","Faculté des Sciences Economiques et de Gestion de Sousse","Sciences sociales et du comportement","النقد والتمويل والتنمية الاقتصادية","علوم اقتصادية","Mastère de recherche",0,10,10
"UNIVERSITE DE SOUSSE","Faculté des Sciences Economiques et de Gestion de Sousse","Affaires commerciales et administratives","تسويق","تصرف","Diplôme National en Licence",1,10,11
"UNIVERSITE DE SOUSSE","Faculté des Sciences Economiques et de Gestion de Sousse","Affaires commerciales et administratives","تسويق رقمي للخدمات","تصرف","Mastère professionnel",3,21,24
"UNIVERSITE DE SOUSSE","Faculté des Sciences Economiques et de Gestion de Sousse","Sciences sociales et du comportement","علوم اقتصادية: اقتصاديات الأعمال","علوم اقتصادية","Diplôme National en Licence",1,19,20
