"universite_nom","etablissement_nom","domaine_nom","speciality","group","diplome_nom","diplomes_M","diplomes_F","diplomes_total"
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Sciences Appliquées et de la Technologie de Mateur","Ingénierie et techniques apparentées","الشبكات والإتصالات","إتصالات","Mastère professionnel",3,2,5
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Sciences Appliquées et de la Technologie de Mateur","Ingénierie et techniques apparentées","الكترونيك السيارات","هندسة صناعية والكترونيك وآلية","Licence appliquée",8,6,14
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Sciences Appliquées et de la Technologie de Mateur","Ingénierie et techniques apparentées","النظم المحمولة","هندسة صناعية والكترونيك وآلية","Licence appliquée",9,7,16
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Sciences Appliquées et de la Technologie de Mateur","Sciences  informatique et multimédia","النظم المحمولة وانترنات الأشياء","إعلامية","Licence appliquée",15,15,30
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Sciences Appliquées et de la Technologie de Mateur","Ingénierie et techniques apparentées","خدمات وسلامة الشبكات","إتصالات","Mastère professionnel",5,10,15
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Sciences Appliquées et de la Technologie de Mateur","Sciences  informatique et multimédia","علوم الاعلامية","إعلامية","Licence appliquée",18,18,36
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Sciences Appliquées et de la Technologie de Mateur","Ingénierie et techniques apparentées","علوم وتكنولوجيات المعلومات والاتصالات:شبكات وإتصالات","إتصالات","Licence appliquée",10,16,26
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Sciences Appliquées et de la Technologie de Mateur","Sciences  informatique et multimédia","هندسة الشبكات والنظم","إعلامية","Licence appliquée",5,4,9
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","ألمانية","لغة ألمانية","Diplôme National en Licence",5,17,22
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","إسبانية","لغة إسبانية","Diplôme National en Licence",0,6,6
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","التواصل بين الثقافات","ترجمة ولغات مطبقة","Mastère de recherche",2,12,14
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","الرّوسيّة","لغة وآداب روسية","Diplôme National en Licence",3,15,18
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","الصينية: اللغة والأداب والحضارة","لغة صينية","Diplôme National en Licence",1,25,26
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","العربية","آداب عربية","Doctorat",0,1,1
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","العربية","آداب عربية","Mastère de recherche",0,5,5
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","العربية الناطقين بغيرها","آداب عربية","Mastère professionnel",1,3,4
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","اللسانيات التطبيقية","ترجمة ولغات مطبقة","Doctorat",3,2,5
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","اللسانيات التطبيقية","ترجمة ولغات مطبقة","Mastère de recherche",0,27,27
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","اللسانيات العامة","ترجمة ولغات مطبقة","Doctorat",2,2,4
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","اللسانيات العامة","ترجمة ولغات مطبقة","Mastère de recherche",0,5,5
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","اللغة والآداب الأنقليزية (الدراسات عبر الثقافات)","لغة إيطالية","Mastère de recherche",2,15,17
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","انقليزية","آداب إنقليزية","Diplôme National en Licence",11,137,148
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","انقليزية","آداب إنقليزية","Mastère professionnel",10,47,57
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Ingénierie et techniques apparentées","ايطالية","هندسة صناعية والكترونيك وآلية","Diplôme National en Licence",0,17,17
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","ترجمة","ترجمة ولغات مطبقة","Mastère professionnel",2,7,9
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","روسية التطبيقية في السياحة والتراث","لغة وآداب روسية","Mastère professionnel",0,3,3
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","عربية: اللغة والأداب والحضارة","آداب عربية","Diplôme National en Licence",10,37,47
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Tunis","Lettres","فرنسية","آداب فرنسية","Diplôme National en Licence",2,36,38
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Nabeul","Lettres","إيطالية:إقتصاد وتصرف","لغة إيطالية","Licence appliquée",1,1,2
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Nabeul","Lettres","الإيطالية","لغة إيطالية","Diplôme National en Licence",2,11,13
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Nabeul","Lettres","العربية","آداب عربية","Diplôme National en Licence",2,14,16
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Nabeul","Lettres","الفرنسية","آداب فرنسية","Diplôme National en Licence",0,20,20
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Nabeul","Lettres","انقليزية","آداب إنقليزية","Diplôme National en Licence",7,40,47
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Nabeul","Lettres","انقليزية الاعمال والسياحة","آداب إنقليزية","Mastère professionnel",1,5,6
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Langues de Nabeul","Lettres","فرنسية:فرنسية السياحة والتصرف في التراث","آداب فرنسية","Mastère professionnel",2,13,15
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","أثاث","فنون وحرف","Diplôme National en Licence",4,16,20
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","إتصال سمعي بصري","فنون وحرف","Diplôme National en Licence",21,20,41
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","إشهار خطي","علوم وتقنيات الفنون","Diplôme National en Licence",5,29,34
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","التصوير الفوتوغرافي","الفن التشكيلي","Diplôme National en Licence",1,12,13
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","تصميم الفضاء","فنون وحرف","Mastère professionnel",2,12,14
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","تصميم الصورة","فنون وحرف","Mastère professionnel",3,16,19
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","تصميم الفضاء : هندسة داخلية","فنون وحرف","Diplôme National en Licence",5,25,30
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","تصميم المنتوج","فنون وحرف","Mastère professionnel",3,3,6
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","حفر","الفن التشكيلي","Diplôme National en Licence",2,11,13
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","خزف","الفن التشكيلي","Diplôme National en Licence",2,7,9
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","خزف","الفن التشكيلي","Mastère professionnel",0,11,11
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","رسم","الفن التشكيلي","Diplôme National en Licence",0,20,20
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","نحت","الفن التشكيلي","Diplôme National en Licence",0,7,7
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","نحت","الفن التشكيلي","Mastère professionnel",3,5,8
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Beaux Arts de Nabeul","Arts","نظريات الابداع","علوم وتقنيات الفنون","Mastère de recherche",4,18,22
"UNIVERSITE DE CARTHAGE","Institut National du Travail et des Etudes Sociales de Tunis","Affaires commerciales et administratives","التصرف في الموارد البشرية","تصرف","Licence appliquée",2,0,2
"UNIVERSITE DE CARTHAGE","Institut National du Travail et des Etudes Sociales de Tunis","Affaires commerciales et administratives","التصرف في الموارد البشرية","تصرف","Diplôme National en Licence",15,40,55
"UNIVERSITE DE CARTHAGE","Institut National du Travail et des Etudes Sociales de Tunis","Services sociaux","التنمية والحماية الاجتماعية","خدمات اجتماعية","Diplôme National en Licence",3,26,29
"UNIVERSITE DE CARTHAGE","Institut National du Travail et des Etudes Sociales de Tunis","Services sociaux","الخدمة الإجتماعية: الدفاع الاجتماعي","خدمات اجتماعية","Diplôme National en Licence",2,19,21
"UNIVERSITE DE CARTHAGE","Institut National du Travail et des Etudes Sociales de Tunis","Services sociaux","الخدمة الاجتماعية في المجال المدرسي","خدمات اجتماعية","Diplôme National en Licence",3,14,17
"UNIVERSITE DE CARTHAGE","Institut National du Travail et des Etudes Sociales de Tunis","Santé","الصحة والسلامة المهنية","مهن شبه طبية","Diplôme National en Licence",4,13,17
"UNIVERSITE DE CARTHAGE","Institut National du Travail et des Etudes Sociales de Tunis","Droit","القانون الاجتماعي","قانون خاص وعلوم إجرامية","Licence appliquée",1,0,1
"UNIVERSITE DE CARTHAGE","Institut National du Travail et des Etudes Sociales de Tunis","Droit","القانون الاجتماعي","قانون خاص وعلوم إجرامية","Diplôme National en Licence",9,39,48
"UNIVERSITE DE CARTHAGE","Institut National du Travail et des Etudes Sociales de Tunis","Services sociaux","الوساطة العائلية","خدمات اجتماعية","Licence appliquée",1,0,1
"UNIVERSITE DE CARTHAGE","Institut National du Travail et des Etudes Sociales de Tunis","Services sociaux","الوساطة العائلية","خدمات اجتماعية","Diplôme National en Licence",2,36,38
"UNIVERSITE DE CARTHAGE","Institut National des Sciences Appliquées et de Technologie de Tunis","Ingénierie et techniques apparentées","أدواتية وقياسات وصيانة صناعية","هندسة صناعية والكترونيك وآلية","Diplôme national d'ingénieur",23,23,46
"UNIVERSITE DE CARTHAGE","Institut National des Sciences Appliquées et de Technologie de Tunis","Sciences  informatique et multimédia","إعلامية صناعية","إعلامية","Diplôme national d'ingénieur",31,20,51
"UNIVERSITE DE CARTHAGE","Institut National des Sciences Appliquées et de Technologie de Tunis","Sciences de la vie","بيولوجيا صناعية","علوم بيولوجيا","Diplôme national d'ingénieur",6,48,54
"UNIVERSITE DE CARTHAGE","Institut National des Sciences Appliquées et de Technologie de Tunis","Ingénierie et techniques apparentées","شبكات الإعلامية والإتصالات","إتصالات","Diplôme national d'ingénieur",28,21,49
"UNIVERSITE DE CARTHAGE","Institut National des Sciences Appliquées et de Technologie de Tunis","Sciences physiques","كيمياء صناعية","كيمياء","Diplôme national d'ingénieur",12,39,51
"UNIVERSITE DE CARTHAGE","Institut National des Sciences Appliquées et de Technologie de Tunis","Sciences  informatique et multimédia","هندسة البرمجيات","إعلامية","Diplôme national d'ingénieur",39,18,57
"UNIVERSITE DE CARTHAGE","Institut National Agronomique de Tunisie","Agriculture sylviculture et halieutique","الإدارة والتصرف في المنظومات البيئية المائية","علوم فلاحية","Mastère de recherche",1,4,5
"UNIVERSITE DE CARTHAGE","Institut National Agronomique de Tunisie","Sciences sociales et du comportement","الاقتصاد والتصرف الفلاحي والصناعات الغذائي","علوم اقتصادية","Diplôme national d'ingénieur",2,5,7
"UNIVERSITE DE CARTHAGE","Institut National Agronomique de Tunisie","Agriculture sylviculture et halieutique","التحسين الوراثي للنباتات و البيوتكنولوجيا النباتية","علوم فلاحية","Mastère de recherche",0,5,5
"UNIVERSITE DE CARTHAGE","Institut National Agronomique de Tunisie","Industrie de transformation et de traitement","التراث الغذائي للتنمية المستديمة","هندسة المواد","Mastère de recherche",0,1,1
"UNIVERSITE DE CARTHAGE","Institut National Agronomique de Tunisie","Agriculture sylviculture et halieutique","التصرف في المنظومات البيئية الطبيعية وتثمين مواردها","علوم فلاحية","Mastère de recherche",0,4,4
"UNIVERSITE DE CARTHAGE","Institut National Agronomique de Tunisie","Agriculture sylviculture et halieutique","الهندسة االمائية و تهيئة الريف","علوم فلاحية","Diplôme national d'ingénieur",4,10,14
"UNIVERSITE DE CARTHAGE","Institut National Agronomique de Tunisie","Sciences physiques","جيوماتيك والاستخدامات في الميادين الفلاحية والبيئية","فيزياء","Mastère de recherche",3,1,4
"UNIVERSITE DE CARTHAGE","Institut National Agronomique de Tunisie","Sciences physiques","جيوماتيك والاستخدامات في الميادين الفلاحية والبيئية","فيزياء","Mastère professionnel",0,1,1
"UNIVERSITE DE CARTHAGE","Institut National Agronomique de Tunisie","Agriculture sylviculture et halieutique","حماية النباتات","علوم فلاحية","Diplôme national d'ingénieur",0,9,9
"UNIVERSITE DE CARTHAGE","Institut National Agronomique de Tunisie","Sciences de la vie","صناعات غذائية","علوم بيولوجيا","Diplôme national d'ingénieur",1,8,9
"UNIVERSITE DE CARTHAGE","Institut National Agronomique de Tunisie","Agriculture sylviculture et halieutique","علوم الانتاج الحيواني","علوم فلاحية","Diplôme national d'ingénieur",6,4,10
"UNIVERSITE DE CARTHAGE","Institut National Agronomique de Tunisie","Agriculture sylviculture et halieutique","علوم الانتاج النباتي","علوم فلاحية","Diplôme national d'ingénieur",4,15,19
"UNIVERSITE DE CARTHAGE","Institut National Agronomique de Tunisie","Agriculture sylviculture et halieutique","هندسة الصيد البحري والبيئة","علوم فلاحية","Diplôme national d'ingénieur",0,7,7
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Affaires commerciales et administratives","إدارة الأعمال","تصرف","Diplôme National en Licence",7,13,20
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Sciences  informatique et multimédia","إعلامية التصرف والتجارة الإلكترونية","إعلامية تصرف","Mastère de recherche",1,6,7
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Sciences sociales et du comportement","التجارة و المالية الدولية","علوم اقتصادية","Diplôme National en Licence",9,24,33
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Sciences sociales et du comportement","التحاليل و السياسة الاقتصادية","علوم اقتصادية","Diplôme National en Licence",7,27,34
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Affaires commerciales et administratives","التسويق","تصرف","Diplôme National en Licence",8,13,21
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Affaires commerciales et administratives","التسويق","تصرف","Mastère de recherche",0,6,6
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Affaires commerciales et administratives","التسويق السياحي","تصرف","Mastère professionnel",1,5,6
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Affaires commerciales et administratives","التصرف في الموارد البشرية","تصرف","Diplôme National en Licence",3,15,18
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Affaires commerciales et administratives","الخدمات الالكترونية في الأعمال","محاسبة","Diplôme National en Licence",10,13,23
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Affaires commerciales et administratives","المالية","تصرف","Diplôme National en Licence",12,29,41
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Affaires commerciales et administratives","المالية (مالية السوق ومالية المؤسسة)","تصرف","Mastère de recherche",3,3,6
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Affaires commerciales et administratives","المحاسبة","محاسبة","Diplôme National en Licence",18,64,82
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Sciences sociales et du comportement","النقد والمالية والبنك","علوم اقتصادية","Mastère de recherche",1,6,7
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Sciences sociales et du comportement","النقد والمالية والبنك:تقنيات التجارة الدولية","علوم اقتصادية","Diplôme National en Licence",4,32,36
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Affaires commerciales et administratives","تقنيات المحاسبة والجباية","محاسبة","Mastère professionnel",3,18,21
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Affaires commerciales et administratives","ذكاء الاعمال","تصرف","Diplôme National en Licence",8,15,23
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Affaires commerciales et administratives","ذكاء الاعمال","تصرف","Mastère professionnel",3,8,11
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Sciences sociales et du comportement","لوجستية التجارة الدولية","علوم اقتصادية","Mastère professionnel",5,15,20
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Sciences  informatique et multimédia","نظم المعلومات في الاعمال","إعلامية تصرف","Diplôme National en Licence",15,20,35
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Sciences  informatique et multimédia","هندسة أنظمة المعلومات","إعلامية","Mastère professionnel",5,13,18
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Economiques et de Gestion de Nabeul","Sciences sociales et du comportement","هندسة إقتصادية ومالية","علوم اقتصادية","Mastère professionnel",5,18,23
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","الحوكمة ومقاومة الفساد","العلوم القانونية الأساسية","Mastère professionnel",7,6,13
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","العلوم السياسية","العلوم القانونية الأساسية","Doctorat",2,0,2
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","العلوم السياسية","العلوم القانونية الأساسية","Mastère de recherche",12,13,25
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","القانون الانقلوسكسوني","قانون خاص وعلوم إجرامية","Mastère de recherche",5,17,22
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","القانون البنكي والأسواق المالية","قانون خاص وعلوم إجرامية","Mastère professionnel",1,14,15
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","القانون الجبائي وقانون النزاعات","قانون خاص وعلوم إجرامية","Mastère professionnel",6,9,15
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","القانون الجزائي وعلوم الاجرام","قانون خاص وعلوم إجرامية","Mastère de recherche",4,16,20
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","القانون الدولي وقانون العلاقات المغاربية الأوروبية","قانون عام","Mastère de recherche",2,24,26
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","حقوق الانسان والقانون الانساني","قانون عام","Mastère professionnel",3,1,4
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","حوكمة الطلب العمومي","العلوم القانونية الأساسية","Mastère professionnel",0,1,1
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","قانون الأعمال","قانون المؤسسات","Mastère de recherche",8,33,41
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","قانون البيئة","قانون خاص وعلوم إجرامية","Mastère de recherche",3,6,9
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","قانون الصحة","قانون عام","Mastère professionnel",4,3,7
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","قانون خاص","قانون خاص وعلوم إجرامية","Diplôme National en Licence",48,239,287
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","قانون خاص","قانون خاص وعلوم إجرامية","Doctorat",1,4,5
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","قانون خاص","قانون خاص وعلوم إجرامية","Mastère de recherche",0,19,19
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","قانون عام","قانون عام","Diplôme National en Licence",4,62,66
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","قانون عام","قانون عام","Doctorat",0,6,6
"UNIVERSITE DE CARTHAGE","Faculté des Sciences Juridiques, Politiques et Sociales de Tunis","Droit","قانون عام","قانون عام","Mastère de recherche",4,10,14
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Etudes Touristique de Sidi Dhrif","Services aux particuliers","الإدارة والتصرف السياحي","سياحة","Licence appliquée",26,26,52
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Etudes Touristique de Sidi Dhrif","Services aux particuliers","الإدارة والتصرف السياحي","سياحة","Diplôme National en Licence",26,26,52
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Etudes Touristique de Sidi Dhrif","Services aux particuliers","الإدارة والتصرف في الايواء","سياحة","Diplôme National en Licence",8,27,35
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Etudes Touristique de Sidi Dhrif","Services aux particuliers","التغذية وتنظيم الاطعام","سياحة","Mastère professionnel",4,16,20
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Etudes Touristique de Sidi Dhrif","Services aux particuliers","التقنيات والتنظيم الفندقي والسياحي","سياحة","Mastère professionnel",12,27,39
"UNIVERSITE DE CARTHAGE","Institut Supérieur des Etudes Touristique de Sidi Dhrif","Services aux particuliers","دليل سياحي","سياحة","Diplôme National en Licence",1,3,4
"UNIVERSITE DE CARTHAGE","Institut des Hautes Etudes Commerciales de Carthage","Affaires commerciales et administratives","ادارة أعمال","تصرف","Diplôme National en Licence",28,43,71
"UNIVERSITE DE CARTHAGE","Institut des Hautes Etudes Commerciales de Carthage","Affaires commerciales et administratives","المالية","تصرف","Diplôme National en Licence",40,123,163
"UNIVERSITE DE CARTHAGE","Institut des Hautes Etudes Commerciales de Carthage","Affaires commerciales et administratives","المحاسبة","محاسبة","Diplôme National en Licence",40,84,124
"UNIVERSITE DE CARTHAGE","Institut des Hautes Etudes Commerciales de Carthage","Affaires commerciales et administratives","تسويق","تصرف","Diplôme National en Licence",28,64,92
"UNIVERSITE DE CARTHAGE","Institut des Hautes Etudes Commerciales de Carthage","Affaires commerciales et administratives","ذكاء الاعمال","تصرف","Diplôme National en Licence",10,22,32
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Lettres","أصول الدين","الشريعة وأصول الدين","Licence fondamentale",3,30,33
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Lettres","أصول الدين","الشريعة وأصول الدين","Doctorat",74,28,102
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Agriculture sylviculture et halieutique","البفكر الاسلامي المعاصر","علوم فلاحية","Mastère de recherche",7,9,16
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Formation des formateurs et sciences de l’éducation","التربية والتعليم: التربية الإسلامية","علوم التربية","Mastère professionnel",1,17,18
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Lettres","الحضارة الاسلامية","الحضارة الإسلامية","Licence fondamentale",4,13,17
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Affaires commerciales et administratives","الرقابة والتدقيق الشرعي في المؤسسات المالية","تصرف","Mastère professionnel",5,21,26
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Lettres","الشريعة والقانون","الشريعة وأصول الدين","Licence fondamentale",4,29,33
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Lettres","العلوم الدينية وحوار الحضارات:الشريعة والقانون","الشريعة وأصول الدين","Mastère de recherche",11,11,22
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Lettres","العلوم الدينية وحوار الحضارات:العقيدة والمقارنة","الشريعة وأصول الدين","Mastère de recherche",9,16,25
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Lettres","العلوم الدينية وحوار الحضارات:القرآن والحديث والسيرة","الحضارة الإسلامية","Licence fondamentale",9,25,34
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Lettres","العلوم الدينية وحوار الحضارات:القرآن والحديث والسيرة","الحضارة الإسلامية","Mastère de recherche",9,3,12
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Affaires commerciales et administratives","المالية (مالية السوق ومالية المؤسسة)","تصرف","Licence fondamentale",9,29,38
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Affaires commerciales et administratives","المالية (مالية السوق ومالية المؤسسة)","تصرف","Mastère de recherche",6,20,26
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Lettres","علم الفريضة","الشريعة وأصول الدين","Mastère professionnel",6,8,14
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Lettres","فنون التراث الإسلامي","تراث وعلم الآثار","Licence fondamentale",2,10,12
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Lettres","فنون التراث الإسلامي","تراث وعلم الآثار","Mastère professionnel",0,8,8
"UNIVERSITE EZZITOUNA","Institut Supérieur de Théologie de Tunis","Lettres","فنون التراث الإسلامي: فنون التراث الإسلامي/الملتيميديا المطبقة على الفنون الإسلامية","تراث وعلم الآثار","Licence fondamentale",1,11,12
"UNIVERSITE EZZITOUNA","Institut Supérieur de la Civilisation Islamique de Tunis","Lettres","أصول الدين","الشريعة وأصول الدين","Diplôme National en Licence",11,4,15
"UNIVERSITE EZZITOUNA","Institut Supérieur de la Civilisation Islamique de Tunis","Lettres","الحديث وعلومه","الحضارة الإسلامية","Mastère de recherche",10,4,14
"UNIVERSITE EZZITOUNA","Institut Supérieur de la Civilisation Islamique de Tunis","Lettres","الحضارة الاسلامية","الحضارة الإسلامية","Diplôme National en Licence",5,11,16
"UNIVERSITE EZZITOUNA","Institut Supérieur de la Civilisation Islamique de Tunis","Lettres","الحضارة الاسلامية","الحضارة الإسلامية","Mastère de recherche",6,3,9
"UNIVERSITE EZZITOUNA","Institut Supérieur de la Civilisation Islamique de Tunis","Lettres","العقيدة والفلسفة الاسلامية","الحضارة الإسلامية","Mastère de recherche",4,5,9
"UNIVERSITE EZZITOUNA","Institut Supérieur de la Civilisation Islamique de Tunis","Sciences sociales et du comportement","العلوم الاسلامية","علوم اقتصادية","Doctorat",23,10,33
"UNIVERSITE EZZITOUNA","Institut Supérieur de la Civilisation Islamique de Tunis","Lettres","الفقه و أصوله","الشريعة وأصول الدين","Diplôme National en Licence",16,10,26
"UNIVERSITE EZZITOUNA","Institut Supérieur de la Civilisation Islamique de Tunis","Lettres","الفقه والسياسة الشرعية","الحضارة الإسلامية","Mastère de recherche",6,10,16
